,date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
1404,2022-11-05,113270,2589,30608,104667,119076,118744,34467,16989,10995,5070,11409,7936,0
1405,2022-11-06,101983,2393,34650,93949,99636,102587,29743,13648,12063,3775,12272,6807,0
1406,2022-11-07,166136,2554,36832,151803,163627,186418,38105,23534,9986,1955,8181,8192,0
1407,2022-11-08,181619,2574,37261,150193,171123,134319,46679,23597,7008,1662,6809,7639,0
1408,2022-11-09,198386,2525,36980,135603,160697,46292,46778,22811,7107,2431,6967,7854,0
1409,2022-11-10,182425,2177,35228,132122,153934,40717,46353,22316,8812,3611,9128,8300,0
1410,2022-11-11,177750,2673,38221,136665,158259,39608,48784,22820,11988,4213,11310,9052,0
1411,2022-11-12,128544,2239,31227,90957,108122,21820,37374,15595,11750,5230,10688,8093,0
1412,2022-11-13,117756,2454,32538,81764,92540,18080,33615,13156,11505,4109,10737,6982,0
1413,2022-11-14,156327,2367,35609,141677,153084,157358,35894,22430,10055,2223,8599,8363,0
1414,2022-11-15,161492,2601,36376,152135,166455,197786,35891,23643,10595,2123,9153,7878,0
1415,2022-11-16,165820,2619,38025,161277,178844,218582,36704,25206,13041,3202,14015,8013,0
1416,2022-11-17,148950,3119,37718,161586,175514,209881,36722,25015,13612,4817,16175,9072,0
1417,2022-11-18,88341,1773,31050,89991,96426,105703,25940,14273,14150,6553,13496,8974,0
1418,2022-11-19,78819,1165,31826,79947,81258,89707,26726,12258,12923,3896,9644,7729,0
1419,2022-11-20,85823,1803,32044,81538,86970,94362,25270,12879,13364,6937,14166,7281,0
1420,2022-11-21,141794,2570,35257,141156,149109,173870,32686,21593,12949,3748,14706,8476,0
1421,2022-11-22,164226,2367,36600,154721,165763,208018,34216,23072,10703,2460,8145,7865,0
1422,2022-11-23,168849,2245,34136,157174,172215,215463,36430,23717,9367,2145,7219,8109,0
1423,2022-11-24,165408,2473,36815,157011,171465,213730,37569,23707,9695,3121,8741,8604,0
1424,2022-11-25,163286,2447,38799,158861,170811,208569,39214,23391,11908,3657,11694,9247,0
1425,2022-11-26,110856,1430,32313,142717,119608,132412,32198,15761,12635,5619,11681,8237,0
1426,2022-11-27,99087,2180,31694,94343,106903,113005,33911,13865,12204,4608,10487,7412,0
1427,2022-11-28,92051,1395,29001,85296,96898,100718,27468,13430,12371,4831,12147,8789,0
1428,2022-11-29,162780,2481,37994,133636,162470,177906,28678,22909,8864,1994,7934,8272,0
1429,2022-11-30,164356,2217,37210,160686,175322,216826,40490,23969,8439,1859,7133,8306,0
1430,2022-12-01,167838,2316,37796,158719,173243,219104,41816,23709,10045,3413,9827,8974,0
1431,2022-12-02,164212,2273,39749,164755,176120,215439,44350,23861,12266,3748,13483,9394,0
1432,2022-12-03,117360,1896,33842,121916,127741,147355,38778,16567,12430,5210,12908,8434,0
1433,2022-12-04,106044,1853,35732,98235,106577,116524,35126,14213,12098,4056,12385,7509,0
1434,2022-12-05,159807,2157,37279,155870,166967,206273,39561,23649,10782,2513,9094,8878,0
1435,2022-12-06,162110,2309,38550,160070,173498,220625,40437,24148,9687,2198,8035,8437,0
1436,2022-12-07,163330,2548,37960,163403,180108,221959,42806,24677,9940,2603,8622,8521,0
1437,2022-12-08,161106,2437,37353,161393,176753,221779,41573,24811,11476,3653,10488,9114,0
1438,2022-12-09,158311,2223,38331,170777,177981,216881,43336,25299,13356,5088,12191,9684,0
1439,2022-12-10,109897,1581,33803,114875,122878,134952,37633,16699,13025,5581,12153,8781,0
1440,2022-12-11,106768,1846,40789,103791,114972,119193,39370,15622,13082,5177,13914,8032,0
1441,2022-12-12,129003,1975,36495,145952,156503,186561,45724,21618,12649,4838,11254,9116,0
1442,2022-12-13,157266,1278,35756,157791,174035,220856,41561,24529,11459,4256,9548,9087,0
1443,2022-12-14,157802,1781,35555,158698,178183,222619,40930,24766,11186,3915,9349,9372,0
1444,2022-12-15,154653,1850,35398,158121,176983,221878,41718,24209,11957,4927,11023,9720,0
1445,2022-12-16,151766,1827,36175,160770,176141,217175,45194,24192,13120,4630,12379,9879,0
1446,2022-12-17,116112,1951,33614,127553,139741,173060,42894,18020,13113,5526,11433,9054,0
1447,2022-12-18,107543,1718,34472,124515,124970,150667,40680,16407,13146,5712,12330,8627,0
1448,2022-12-19,149185,1160,35380,152009,163263,200710,42581,22655,12703,3732,10759,9458,0
1449,2022-12-20,153212,1348,35445,155502,173196,212073,42359,23835,11973,3583,9935,9471,0
1450,2022-12-21,150245,1362,35430,156148,175715,216365,41947,24151,11934,3934,10174,9745,0
1451,2022-12-22,146094,1411,35156,154101,165916,208509,41747,23035,12643,4620,13852,9931,0
1452,2022-12-23,144021,1684,36004,160878,173046,205977,45075,23995,13975,5156,15101,10036,0
1453,2022-12-24,111275,2170,34688,141842,144906,149332,48269,17946,13507,5699,12813,9431,0
1454,2022-12-25,109099,2216,39476,120559,151541,147068,57588,18736,13159,6016,12183,9214,0
1455,2022-12-26,92158,1467,31584,100469,113113,116910,37171,15086,13366,6630,15038,9318,0
1456,2022-12-27,138600,1601,36492,144998,154116,188181,40577,21722,12122,5187,11678,9592,0
1457,2022-12-28,137885,1617,35905,147319,161703,195445,41128,22463,12266,5351,11099,9825,0
1458,2022-12-29,135248,1577,35900,146241,159355,192497,42552,22135,12248,5836,12335,9924,0
1459,2022-12-30,136258,2111,37253,150034,159251,189596,44110,21893,13236,6099,13121,9994,0
1460,2022-12-31,112171,2301,36635,138382,155629,165835,52052,19377,13161,5914,12707,9213,0
1461,2023-01-01,109680,2888,41276,115467,127591,132223,46494,17106,12963,3994,11735,7864,0
1462,2023-01-02,89423,1588,33528,89820,94715,99292,29279,13995,13264,4221,12462,7547,0
1463,2023-01-03,161321,2597,41190,191994,172976,219836,37780,24345,10693,1906,8518,8430,0
1464,2023-01-04,164569,2601,37988,160504,175987,223011,38432,24322,7931,1824,7339,7963,0
1465,2023-01-05,163969,2485,39370,158133,174606,212051,40666,24557,8206,2622,9093,8405,0
1466,2023-01-06,160521,2448,40171,162067,175959,212909,41227,24294,10832,3071,10122,9356,0
1467,2023-01-07,110805,2239,34781,149618,120676,128515,33381,16291,10451,4427,9692,8126,0
1468,2023-01-08,102237,2236,37988,91472,100974,102887,29963,13870,11119,3181,10401,6794,0
1469,2023-01-09,166954,2374,39854,163522,173731,215462,38387,24494,8307,1589,8167,8226,0
1470,2023-01-10,168101,2770,41267,168476,181398,231756,40226,25296,6468,1651,7017,8016,0
1471,2023-01-11,172765,2325,39473,173549,188139,238110,41137,25600,6912,1780,7165,7877,0
1472,2023-01-12,171179,2373,39197,171901,179420,235587,44585,25340,8193,2612,8766,8500,0
1473,2023-01-13,167799,2430,40993,175529,184449,224938,42786,25554,11138,2932,10225,9285,0
1474,2023-01-14,112705,1793,34782,117070,126784,129034,34708,16982,10495,4541,9281,8182,0
1475,2023-01-15,103090,1941,35316,126288,109305,108926,31204,15294,11032,3216,9935,7106,0
1476,2023-01-16,165686,2293,39759,163697,176188,216800,38848,24840,9169,1763,7893,8334,0
1477,2023-01-17,173241,2164,41018,170034,187077,235205,39971,25703,8173,1704,7156,8792,0
1478,2023-01-18,173751,2312,40191,173405,191516,236860,40050,26390,10009,2616,8078,9105,0
1479,2023-01-19,168036,2491,41190,174880,187779,229248,40731,26188,12776,4828,15426,8371,0
1480,2023-01-20,144453,2364,38226,157762,163205,196827,40433,24666,13872,5615,15034,7728,0
1481,2023-01-21,96859,1968,35284,100099,95600,112134,34477,14778,13327,6528,12761,6462,0
1482,2023-01-22,104505,2348,44336,104291,104818,127183,46299,15903,11872,7214,11589,8075,0
1483,2023-01-23,97440,1403,41552,99938,103752,121796,41776,15857,13388,7248,12827,7758,0
1484,2023-01-24,84648,1244,37717,85384,89532,96409,30541,13870,13658,6216,16257,7702,0
1485,2023-01-25,133270,2069,38950,128882,135167,174525,37053,19723,12154,4264,10853,7779,0
1486,2023-01-26,137510,2123,37903,133492,142449,181900,37251,20174,11328,4112,9909,8535,0
1487,2023-01-27,153717,1840,40408,128567,146999,181851,46732,20320,12218,4285,10908,9772,0
1488,2023-01-28,109015,1307,34785,118891,108712,116321,37069,14483,12143,5052,10511,8173,0
1489,2023-01-29,106072,1492,34470,82803,98233,102989,32996,13370,12238,4053,10573,6678,0
1490,2023-01-30,172258,2093,38180,138834,163187,200412,45793,22669,10879,2373,9011,7724,0
1491,2023-01-31,178052,2115,40189,142870,176869,220187,47422,24155,9947,2600,8134,7080,0
1492,2023-02-01,139181,2597,39697,92490,116731,132513,30047,16978,9505,2138,8160,6923,0
1493,2023-02-02,179393,2437,38866,146401,179107,223621,49678,24584,10409,3870,10681,7580,0
1494,2023-02-03,176499,2101,40644,150563,184811,221199,51514,25853,12206,4174,12445,9035,0
1495,2023-02-04,121018,2399,35999,98443,122765,125235,40187,17535,12311,5979,11793,8004,0
1496,2023-02-05,120867,2507,48827,87869,113489,113545,41268,16154,11753,4980,13497,6754,0
1497,2023-02-06,94862,1278,30785,76272,92490,96772,30224,13654,12340,2815,11436,7887,0
1498,2023-02-07,184988,1939,40693,145987,177246,226316,50005,20619,10328,2150,8979,7000,0
1499,2023-02-08,183575,2231,39888,149118,183879,233640,50646,20936,9013,2349,8248,6868,0
1500,2023-02-09,178858,2060,39574,146689,181403,231776,51324,20989,9630,3251,9825,7550,0
1501,2023-02-10,178998,2119,40337,149205,182932,223607,54263,20834,11875,4134,11152,8920,0
1502,2023-02-11,121305,1809,35426,132885,122267,130562,42515,14134,10992,5379,10140,7837,0
1503,2023-02-12,116140,1989,38586,91573,106333,113915,40127,12644,11550,4168,11165,6716,0
1504,2023-02-13,182782,2044,38195,147759,177132,224187,51592,20559,10494,2386,8625,7964,0
1505,2023-02-14,183068,1723,40032,153891,192946,248887,54686,21156,8392,2320,7953,7369,0
1506,2023-02-15,186724,1979,39006,151032,187264,242868,52052,21185,9192,2417,8414,7250,0
1507,2023-02-16,184816,1991,38892,149254,183945,236958,51749,21642,10537,3035,10758,7953,0
1508,2023-02-17,179370,2059,40377,152272,182412,226770,52707,21427,12806,4992,12467,9171,0
1509,2023-02-18,121034,1881,34047,102683,119029,128846,39449,13889,12566,5717,11071,8128,0
1510,2023-02-19,111871,1864,37495,92005,105405,110341,37181,12784,12850,5432,12316,6883,0
1511,2023-02-20,177306,1815,37221,142058,172027,218594,50742,21006,11562,3947,10115,8143,0
1512,2023-02-21,181127,1712,37491,145244,178568,233774,51158,21277,10320,4417,9134,7745,0
1513,2023-02-22,182390,1829,37163,148150,184524,237250,51290,21419,10415,3812,9510,7585,0
1514,2023-02-23,176518,1893,36694,147057,180575,232099,51159,21274,11461,4797,11125,8390,0
1515,2023-02-24,173248,1997,36749,149371,179319,225257,52657,25248,13289,5646,13379,9253,0
1516,2023-02-25,126652,2084,33847,100736,125913,141674,42671,17060,12975,6386,11742,8365,0
1517,2023-02-26,114027,2310,35354,89343,112028,119406,39152,15616,13026,5968,12936,7093,0
1518,2023-02-27,172898,1795,36301,137458,168581,216193,49445,20432,11758,4704,10615,8637,0
1519,2023-02-28,180671,1439,37140,141073,179260,234425,51995,20578,10897,4699,9779,8421,0
1520,2023-03-01,180397,1722,38153,148868,193100,245142,55285,26883,11024,4867,9798,8331,0
1521,2023-03-02,180101,1775,35917,147786,190457,244336,55992,26857,11458,4893,11889,8693,0
1522,2023-03-03,177867,1869,36774,149640,187779,233789,59131,26254,13146,5371,13287,9516,0
1523,2023-03-04,136167,1978,35849,168384,141703,155536,52332,18279,12783,6679,12514,8630,0
1524,2023-03-05,129317,2361,40724,99450,122548,133771,48773,16588,12938,5644,13980,7086,0
1525,2023-03-06,186645,1963,39343,147080,181917,229775,57830,25986,11831,4889,10923,8374,0
1526,2023-03-07,190344,2196,38327,149853,192942,249058,57650,27318,10996,4579,9948,8078,0
1527,2023-03-08,193562,2301,37206,154959,201743,257188,58805,28298,11023,5084,10516,8189,0
1528,2023-03-09,190595,2070,37408,151292,194910,248278,58311,27423,11763,4907,11807,8888,0
1529,2023-03-10,195986,2149,38576,150242,190499,238785,59942,26887,13415,6068,14261,9534,0
1530,2023-03-11,148973,1993,34604,105186,133113,144100,47848,17801,12758,6628,13198,9079,0
1531,2023-03-12,148461,2701,39335,94621,120507,127304,45211,16841,13055,6513,14024,8288,0
1532,2023-03-13,192761,2138,36429,146750,185074,229730,54995,27209,11865,5281,11290,9346,0
1533,2023-03-14,207048,2204,36743,150553,197069,251005,55705,28140,10927,5219,10072,9455,0
1534,2023-03-15,216954,2049,37494,153580,204425,255717,57065,29093,10946,4948,10054,9665,0
1535,2023-03-16,212755,2114,36922,152272,202121,249727,56168,68737,11482,4827,10881,9805,0
1536,2023-03-17,211913,2089,38672,153510,203561,237651,55931,112156,13112,5571,12319,10020,0
1537,2023-03-18,160273,2042,35154,118171,156226,150929,47086,127158,12746,5700,11457,8888,0
1538,2023-03-19,150784,2391,38138,103407,139476,129319,42258,126977,13260,3733,12376,7478,0
1539,2023-03-20,213501,2726,39853,149525,193609,224568,50331,99026,10964,2547,8989,8489,0
1540,2023-03-21,219439,2575,40420,154444,207873,245435,51721,107404,8371,2432,8910,8295,0
1541,2023-03-22,220313,2594,40567,160028,212433,249230,53392,109685,9219,2657,13293,8229,0
1542,2023-03-23,200430,2261,37246,145300,187608,217888,47882,95509,9737,3283,7863,9048,0
1543,2023-03-24,202844,2296,38776,145984,191564,213186,47358,99980,11610,2505,12789,9286,0
1544,2023-03-25,134825,1426,30834,91234,118426,111617,32464,85836,10944,2892,9471,8238,0
1545,2023-03-26,128386,1573,32294,84770,109528,101461,30376,98655,12333,3458,12531,7047,0
1546,2023-03-27,201274,2135,36946,141894,182745,210153,46422,96590,10000,1700,8212,8323,0
1547,2023-03-28,204655,2262,38665,146104,191735,227302,48360,104044,6945,1368,6848,8009,0
1548,2023-03-29,206476,2045,38154,146962,197068,229649,47447,106269,6720,1184,6807,8161,0
1549,2023-03-30,205175,2328,38075,146416,193806,226105,48596,108724,9362,2172,9875,8769,0
1550,2023-03-31,201358,2212,40812,150414,200150,221817,49840,120111,12005,2339,13559,9342,0
1551,2023-04-01,136300,1707,33892,92646,119519,118086,34984,49056,10987,2980,9749,8349,0
1552,2023-04-02,126548,2062,33693,74873,104902,107542,32652,42143,12160,2426,11558,6880,0
1553,2023-04-03,204594,2375,38747,128403,183917,217793,46728,84537,9730,1615,8164,8356,0
1554,2023-04-04,208187,2067,39398,132094,194012,233637,48900,89649,7228,1283,7198,8338,0
1555,2023-04-05,207509,2419,37975,133122,197274,235454,49153,89374,6875,1375,7200,9204,0
1556,2023-04-06,212113,2281,39146,134499,196197,233543,49919,90414,9858,3442,11077,9255,0
1557,2023-04-07,203161,2729,41685,134497,199348,224667,53003,88734,12350,2722,13924,8409,0
1558,2023-04-08,138993,1992,36633,93709,131798,137765,46194,53427,10675,2742,10463,8624,0
1559,2023-04-09,144525,1919,40408,87183,117076,121577,41170,47262,12351,3697,12833,7636,0
1560,2023-04-10,208812,2245,39513,133575,189888,223350,50067,88069,9999,1792,8828,8626,0
1561,2023-04-11,210281,2186,39793,136234,198315,240064,51183,92687,7898,1345,7144,8421,0
1562,2023-04-12,209875,2404,39223,137832,201047,241156,51394,93730,8130,1441,7768,8561,0
1563,2023-04-13,205868,2210,38814,135636,196612,237110,51069,91632,10993,2670,11536,9075,0
1564,2023-04-14,203050,2657,40361,138070,199004,232315,54412,91838,12823,3019,13683,9479,0
1565,2023-04-15,144184,1699,35598,100248,134373,142299,43667,55464,12194,2903,11025,8542,0
1566,2023-04-16,138990,1690,40362,86889,116060,118937,40146,46613,11837,2557,10743,7237,0
1567,2023-04-17,200866,2220,39299,134216,190357,225110,50333,88181,10732,2193,8837,8624,0
1568,2023-04-18,201134,2342,38290,140288,201816,239400,52778,93066,11716,3752,11995,8423,0
1569,2023-04-19,192783,1864,37362,134237,192975,223392,51282,86443,13599,4607,13160,8931,0
1570,2023-04-20,171378,1880,37581,117269,162254,182749,47761,69726,13884,5185,12722,9714,0
1571,2023-04-21,120669,1617,35158,88026,193332,108068,39308,76317,13537,3091,6941,9649,0
1572,2023-04-22,116146,2338,38047,85722,129197,143378,46109,52609,12251,2869,6766,8769,0
1573,2023-04-23,134364,2702,44294,89689,136253,151754,53910,54050,13218,4434,10043,8031,0
1574,2023-04-24,111285,1289,34871,72625,107168,105575,38414,42921,13745,5442,12704,8808,0
1575,2023-04-25,143253,1223,34737,100388,148498,159110,43353,63305,13423,5800,12617,8730,0
1576,2023-04-26,156731,1263,34579,108400,163548,178284,43564,69334,11534,5403,12081,8815,0
1577,2023-04-27,160170,1302,34201,112148,172089,189643,44351,72964,11671,5411,12455,9591,0
1578,2023-04-28,161522,1484,35857,113102,172070,189982,46201,73785,13650,5362,12595,9577,0
1579,2023-04-29,127721,916,33849,84014,129448,120367,36663,51027,13613,5247,13205,9068,0
1580,2023-04-30,124780,1212,36935,79052,130064,117791,38959,49189,13983,5203,12855,8375,0
1581,2023-05-01,123148,1702,35536,77329,119752,109753,35822,49369,14584,6375,17585,7965,0
1582,2023-05-02,201811,2389,39707,130834,189089,223631,48340,89428,11534,2735,10334,8567,0
1583,2023-05-03,199927,2445,40574,130830,197307,230754,48997,91581,10967,3181,11065,8542,0
1584,2023-05-04,125864,1757,32625,76525,120039,116922,35206,49960,11027,4912,11523,8938,0
1585,2023-05-05,190776,2610,39733,123940,180146,204238,47273,84147,11341,3939,12074,9516,0
1586,2023-05-06,138148,1967,35305,86071,130919,125426,36472,55736,11514,4641,11899,8303,0
1587,2023-05-07,135767,1919,36718,77914,115923,111288,34236,47759,12101,3613,12768,6785,0
1588,2023-05-08,203789,2012,39099,131862,189254,218336,47794,91287,10384,2475,8831,8461,0
1589,2023-05-09,202860,2201,40016,134542,199657,237094,50362,96070,7634,1964,7470,8123,0
1590,2023-05-10,209184,2094,39868,135326,202651,237838,50912,97078,7951,2117,7869,8173,0
1591,2023-05-11,205245,2183,38643,135193,199133,235515,50063,96618,9595,2864,10187,8588,0
1592,2023-05-12,197076,2494,40599,155220,201106,228790,51220,93892,12162,4186,12639,9490,0
1593,2023-05-13,139298,1969,34815,108804,136667,133087,38869,58528,11360,4294,11563,8852,0
1594,2023-05-14,131677,1719,34893,95452,119052,113623,37153,49757,11892,3216,12497,7144,0
1595,2023-05-15,192758,1806,37207,149682,191649,222055,49381,92732,10475,2119,9477,8482,0
1596,2023-05-16,198282,1718,39111,151847,199677,235020,49804,96685,7476,1853,8323,8147,0
1597,2023-05-17,196528,1807,38040,153952,204766,240904,50043,98903,7714,1967,8744,8181,0
1598,2023-05-18,197657,1998,38049,149259,196256,231263,48589,95655,9541,2764,9689,8810,0
1599,2023-05-19,193650,2420,38145,151662,189183,224887,53865,93284,11899,4096,11927,9451,0
1600,2023-05-20,137660,1383,34132,112752,143396,140750,41021,61155,11420,4614,10962,8601,0
1601,2023-05-21,128187,1797,34420,91464,120968,118419,37465,50077,11793,3997,11893,7125,0
1602,2023-05-22,192848,1325,37987,146979,187208,214510,47900,91750,10360,2916,8783,8489,0
1603,2023-05-23,192716,2052,38910,150232,196056,228305,49143,96175,8229,1731,7864,8215,0
1604,2023-05-24,195625,1970,38344,151343,198849,231269,48335,96313,8678,1936,8360,8276,0
1605,2023-05-25,190973,1985,37712,151274,197251,230250,48186,95888,11362,3658,12216,9047,0
1606,2023-05-26,192074,2347,38723,162951,200976,224838,52790,96111,13820,6015,15320,9692,0
1607,2023-05-27,143327,1356,33774,139102,158770,148598,46404,66788,13185,6462,13395,8824,0
1608,2023-05-28,133262,1574,35510,121106,132299,130072,44106,56660,13030,6025,15188,7698,0
1609,2023-05-29,185086,1289,34927,165647,198314,226965,51834,97058,12789,5964,13096,9078,0
1610,2023-05-30,185984,1164,36642,169100,208508,242751,53485,101738,12488,5815,11823,9205,0
1611,2023-05-31,187801,1370,36978,176657,219424,250260,54916,104867,11995,5327,4711,9501,0
1612,2023-06-01,191417,1802,37338,175361,211506,249299,55529,103959,13028,5906,13569,9582,0
1613,2023-06-02,187215,2357,37552,176485,204499,232407,57731,96660,13518,6359,14933,8779,0
1614,2023-06-03,146319,2105,36394,146465,156187,157850,49680,69131,13109,6317,14786,9028,0
1615,2023-06-04,139375,2495,38332,131090,149436,148583,51853,64120,12994,5177,13790,8535,0
1616,2023-06-05,119743,1979,35197,89366,117474,115493,36035,51959,13472,6313,17544,9032,0
1617,2023-06-06,194997,2651,39835,153661,199672,234435,49066,99437,11677,1983,10528,9073,0
1618,2023-06-07,197269,3069,39725,156567,207015,241051,50768,101954,9906,1834,8723,9041,0
1619,2023-06-08,200283,3387,40131,158115,210260,242224,51878,102631,9768,2484,9779,9614,0
1620,2023-06-09,192899,3392,41469,155450,204828,231582,53128,98460,11624,4166,11411,9723,0
1621,2023-06-10,140908,2344,35898,109688,147239,146083,41532,63891,11388,4878,10849,8952,0
1622,2023-06-11,135585,2510,39195,96137,128073,124821,39072,54123,11767,3458,12064,7710,0
1623,2023-06-12,191321,2781,39388,151140,195458,219201,50145,96615,10490,1924,9494,8973,0
1624,2023-06-13,195416,2397,38827,154145,204162,237871,50513,101502,8204,1494,8409,9177,0
1625,2023-06-14,193067,2342,38688,155494,208850,240286,51519,103156,8499,1935,8294,9436,0
1626,2023-06-15,194765,2512,40527,154757,207533,235490,51794,102251,10097,2700,11126,9665,0
1627,2023-06-16,191655,2766,41927,154099,206417,225714,53753,98015,11845,4137,12541,9923,0
1628,2023-06-17,137680,2136,35745,106553,141561,135582,41295,59911,11591,4827,11108,8983,0
1629,2023-06-18,131905,2084,34444,99336,120790,114613,38276,50123,11932,3051,13160,8086,0
1630,2023-06-19,191821,2011,39987,147796,193144,220256,48703,95924,11040,1884,9586,9073,0
1631,2023-06-20,196564,2227,39743,152233,204464,236741,48001,101773,8536,2063,8307,9144,0
1632,2023-06-21,195847,2164,39734,152905,206246,238545,49923,102633,8882,1730,7678,9148,0
1633,2023-06-22,192741,2129,38415,151261,203645,234815,49390,101094,10924,2664,9673,9645,0
1634,2023-06-23,189606,2208,39494,151629,204565,225022,53020,97527,12447,4179,11975,9832,0
1635,2023-06-24,138923,1581,35199,105357,139251,133626,41055,61108,12067,4718,11275,8785,0
1636,2023-06-25,128570,1720,35657,89285,119283,114546,37440,49843,11716,3295,11483,7454,0
1637,2023-06-26,192376,2011,38310,141876,189532,223349,48452,83893,11299,2673,11593,8898,0
1638,2023-06-27,194015,2266,40341,158847,213481,243056,52354,105513,13329,4907,15223,9418,0
1639,2023-06-28,186034,2000,40374,150136,205696,223054,52203,96125,13854,4625,15957,9762,0
1640,2023-06-29,120029,1954,34819,94379,132533,134229,46684,53966,12419,2821,8662,8855,0
1641,2023-06-30,153478,1747,38221,124076,172543,180964,52882,75672,13368,4862,11793,9836,0
1642,2023-07-01,128305,1502,35918,96982,131772,122778,41007,53190,13673,6189,12803,9026,0
1643,2023-07-02,118145,1960,38240,88114,114121,107603,35321,47928,14355,5030,18811,7636,0
1644,2023-07-03,188088,2547,41544,150804,194946,220856,50047,99320,11856,2783,11182,8639,0
1645,2023-07-04,194934,2443,40984,155993,207746,243157,50875,106557,9884,2344,9113,8490,0
1646,2023-07-05,199127,2683,40463,158150,213264,249099,54311,108917,8797,2065,8649,8580,0
1647,2023-07-06,196853,2834,41257,156377,209163,246739,53287,106830,10221,2722,11547,9015,0
1648,2023-07-07,196656,3487,33824,158379,207967,239307,56707,102618,11971,4697,13511,9510,0
1649,2023-07-08,142638,2037,40523,109990,151219,145983,46789,64895,11637,4847,12618,8778,0
1650,2023-07-09,137140,2841,38220,95203,129584,125290,40863,53908,11955,3564,13214,7350,0
1651,2023-07-10,196578,2837,40779,156303,202693,233699,53122,104868,11058,2144,9901,8699,0
1652,2023-07-11,196700,2597,39565,159590,213451,252151,52992,110396,8977,1967,8086,8349,0
1653,2023-07-12,200799,2876,40253,160348,217250,254575,54006,111878,9114,2009,7881,8516,0
1654,2023-07-13,199948,3061,38172,158721,212493,250390,53780,110421,10649,2806,10281,8854,0
1655,2023-07-14,198668,3152,40165,158547,210405,238584,55400,106770,12263,4430,12272,9659,0
1656,2023-07-15,143105,2160,35961,117871,151588,152884,46850,66387,11831,5330,11590,8531,0
1657,2023-07-16,130419,2221,36246,93528,125004,121497,39691,53277,11844,3625,12376,7350,0
1658,2023-07-17,197741,2596,39787,153444,200622,231488,49854,105891,11233,2052,9461,8764,0
1659,2023-07-18,199624,2748,40527,158609,212831,250644,51482,112438,10553,2498,9458,8616,0
1660,2023-07-19,119472,1712,28847,89868,130499,121792,35702,55751,10912,4585,8477,9027,0
1661,2023-07-20,196479,2544,40781,155134,207165,240312,52035,108911,10736,2895,10313,9175,0
1662,2023-07-21,193719,2582,40475,154701,205075,229539,53419,104733,12062,4342,11573,9547,0
1663,2023-07-22,132163,1807,34996,104782,136589,129784,40448,58824,11635,4670,10586,8738,0
1664,2023-07-23,122972,1967,35654,85410,116359,108945,36271,49859,12109,3845,11717,7314,0
1665,2023-07-24,196330,2396,38336,152450,197639,227971,49600,105213,10880,1817,9183,8755,0
1666,2023-07-25,200568,2840,40170,157682,207843,245899,51558,111100,9725,2339,8267,8720,0
1667,2023-07-26,203792,2609,39388,158925,213272,250042,52352,113614,9998,1838,8591,9001,0
1668,2023-07-27,202092,2334,38740,155926,209150,246229,52459,110956,11138,3361,10510,9214,0
1669,2023-07-28,199518,2616,41529,160555,213423,242525,55341,108829,12436,4517,13566,9653,0
1670,2023-07-29,140177,1757,35983,130020,156225,149707,48806,68540,11894,5121,12754,8860,0
1671,2023-07-30,129437,2152,37281,92113,126797,121221,40371,52362,12055,4162,13913,7418,0
1672,2023-07-31,197387,1768,39123,153214,200492,229047,52310,106464,11182,2671,10486,8717,0
1673,2023-08-01,202133,2694,42897,157947,213646,246663,53354,113712,9263,1710,9718,8627,0
1674,2023-08-02,205241,2686,41391,161205,218676,249761,54395,115790,9216,2236,9585,8763,0
1675,2023-08-03,201989,2531,40758,157425,212789,242369,54318,112805,10332,2683,11356,9214,0
1676,2023-08-04,197636,2716,41119,158400,211714,236546,56500,109276,11975,4117,12895,9575,0
1677,2023-08-05,142951,2167,36057,112118,157535,145065,48462,67993,11773,4948,11973,8760,0
1678,2023-08-06,133681,2548,40448,98591,134987,125688,45407,56256,11774,3664,12766,7481,0
1679,2023-08-07,200860,2828,40990,157318,205453,230452,53930,110535,10840,1947,9733,9074,0
1680,2023-08-08,202226,3612,41635,160812,214469,248630,54891,115313,9501,2069,8717,9582,0
1681,2023-08-09,204057,2944,41138,163797,219363,253454,55053,118349,10207,2177,9240,7782,0
1682,2023-08-10,204360,3195,40507,163809,215927,248750,53927,116532,11502,3650,14089,9420,0
1683,2023-08-11,191068,2877,42762,164588,210877,228997,54350,109135,12916,4237,15062,9632,0
1684,2023-08-12,129668,2193,36603,100952,129837,122176,40978,57646,12224,4759,12181,8580,0
1685,2023-08-13,133979,2567,40531,99308,127444,118576,41841,54577,13047,4979,15873,7217,0
1686,2023-08-14,167291,2649,37483,144076,186140,202927,52644,101224,11237,2398,10206,8773,0
1687,2023-08-15,206492,2733,40336,161691,213021,252887,53992,117631,9882,1963,8238,8518,0
1688,2023-08-16,205882,3028,40337,161948,215919,254367,54885,117256,9294,1844,7934,8627,0
1689,2023-08-17,202219,2766,40324,159244,212896,249124,53822,115185,10439,3014,9414,9055,0
1690,2023-08-18,198405,2716,42068,163271,209705,237307,55405,111002,11797,4046,11386,9443,0
1691,2023-08-19,140247,2309,36741,112091,144198,143345,41721,67472,11516,5162,11255,8602,0
1692,2023-08-20,132638,2438,37939,96216,122932,120247,39595,55656,11583,3294,11786,7132,0
